id,label,prediction,title,text
1,1,1,Former Zimbabwe finance minister Chombo to be held in custody until trial,"HARARE (Reuters) - Ousted Zimbabwe finance minister Ignatius Chombo, charged with three counts of corruption for offences that allegedly took place two decades ago, was denied bail on Monday and will be detained in custody until his case is heard on Dec. 8. Zimbabwe s new president Emmerson Mnangagwa named Patrick Chinamasa as acting finance minister to replace him. Chombo, who faces charges including trying to defraud the central bank, was detained after the military seized power in  Operation Restore Legacy , which it said was meant to remove  criminals  around former president Robert Mugabe. His lawyer, Lovemore Madhuku, told reporters that he would appeal the magistrate s ruling in the High Court on Tuesday.  Their decision was always made up that bail would not be granted here ... We are hopeful that the High Court will show independence,  Madhuku said.  Earlier, he told a packed courtroom that Chombo, who sat impassively throughout the hearing, would deny the charges at his trial and had documentary evidence showing the allegations had no basis. The magistrate who detained Chombo said the former minister could abscond, influence state witnesses or be the target of a mob attack over the allegations that he abused his position when he was minister of local government over a decade ago. Chombo, who was appointed finance minister in October, was among members of the G40 political faction allied to Mugabe and his wife, Grace, who were also expelled from the ruling ZANU-PF party. Two ousted ZANU-PF Youth League leaders, Kudzanai Chipanga and Innocent Hamandishe, who were both allied to G-40, were also ordered to be detained until Dec. 8. Some Mnangagwa supporters have called for unspecified action against G40 but the president has urged citizens not to undertake any form of  vengeful retribution . Chombo told the court on Saturday how he was abducted from his home on Nov. 15 by armed men in  soldiers  uniform  and kept blindfolded for nine days. He was promoted to the finance portfolio from the interior ministry by Mugabe in an October reshuffle, replacing Chinamasa, who the chief secretary to the president and cabinet said will return to the role until a new cabinet has been appointed. Zimbabwe is struggling with a severe shortage of the U.S. dollars it uses instead of its own currency. In his main act as finance minister, Chombo told parliament on Nov. 9 that Zimbabwe s budget deficit would soar to $1.82 billion or 11.2 percent of gross domestic product this year from an initial target of $400 million. Mnangagwa, who served Mugabe loyally for decades, was sworn in as president last Friday after the 93-year-old former leader quit under pressure from the military. He is expected to form a new cabinet this week. Zimbabweans are watching to see Mnangagwa he breaks with the past and names a broad-based government or selects other figures from the Mugabe era s old guard.   "
1,1,1,Senior U.S. lawmakers want information on DNC hack declassified,"WASHINGTON (Reuters) - The top Democrats on the U.S. Senate and House of Representatives intelligence committees called on Wednesday for the White House to consider declassifying and releasing any intelligence community assessments of the hack into the Democratic National Committee email system. Experts have attributed the breach to Russian hackers. “Given the grave nature of this breach and the fact that it may ultimately be found to be a state-sponsored attempt to manipulate our presidential election, we believe a heightened measure of transparency is warranted,” Senator Dianne Feinstein and Representative Adam Schiff wrote in a letter to President Barack Obama. Obama said in an interview broadcast by NBC News on Tuesday that the Federal Bureau of Investigation was investigating the leak of more than 19,000 DNC emails, which showed the committee had favored Hillary Clinton over Bernie Sanders for the party’s presidential nomination. "
1,1,0,Trump's Central America plan will not boost militarization: Honduras president,"(Reuters) - The Trump administration s effort to combat violence and poverty in Central America will not mean greater militarization in Honduras, the country s president, Juan Orlando Hernandez, said in an interview. Under a plan formulated by U.S. President Donald Trump s chief of staff John Kelly when he was secretary of Homeland Security, the United States is seeking to shore up Central America by financing development projects and getting Mexico to do more to stem the flow of immigrants from the region. Non-governmental organizations and think tanks have voiced concern that the plan, pitched as an effort to boost Central American economic growth, could instead herald a greater militarization in a violent region where coups and gang killings have been commonplace. Central America is one of the most violent regions on earth, though the murder rate in Honduras fell to 59 killings per 100,000 people last year from 90.4 in 2012.  But the Trump administration has not provided any increase in military support aside from police training and a modest bump in support from USAID, Hernandez told Reuters during an interview in New York. Still, Honduras  president says the relationship between the United States and Honduras is  probably better than ever,  noting improved cooperation Hernandez believes will boost investment and security in the Central American region.  We are closer than before,  Hernandez said.  It is really important for them what s going on with Central America and we are working together on economic growth, which is very important, investment, creating jobs and we are working together on security.  Hernandez said the security of Honduras was of a primary interest to Americans, even if they were not completely aware of it.  We have a saying (in Honduras),  If the people in Washington realize that lack of security, lack of preparedness in Central America is dangerous, very dangerous for the U.S. they have to work together with us to create in Central America a region of prosperity, investment, opportunities,  he said.  That s going to be one of the best investments of the (American) people, in their best interest and in ours.  Additionally, Honduras will continue to work with the International Monetary Fund, Hernandez said, provided his government is victorious in this year s election. The IMF recently finished a review mission in the country. "
1,1,1,Hard choices for Syrian industrialists in ruins of Aleppo,"AMMAN/ALEPPO, Syria (Reuters) - When Syria s civil war came to the industrial city of Aleppo in 2012, two textile makers had to choose whether to stay or move their businesses away.  Nine months after fighting in Aleppo ended, the struggle of the one who stayed in the city to reopen his factory shows why the other will not return yet from the security of neighboring Jordan. Restoring the Aleppo industries that have for decades underpinned Syria s economy is vital if President Bashar al-Assad is to turn battlefield success into a fuller return of state power. Moustafa Kawai, who remained in Aleppo, moved his cotton-weaving machines to a temporary site but now has workers clearing his battered factory of debris to reopen it.   Our biggest problem is electricity. There are also very few workers because everyone s in the army. Sanctions affect the work. Customers can t come here. Transferring money is difficult. It s hard to buy spare parts,  he said. Mahmoud Akkad, a carpet manufacturer who like many Aleppo industrialists left Syria during the war, faces no such problems in Jordan where he has rebuilt his plant and kept up exports to old customers around the world.  What do I benefit if I want to set up a factory and there is no safety,  he said, explaining the benefits of moving to an industrial zone in a country unaffected by Middle East turmoil.  The International Monetary Fund estimated last year that Syria s economy had shrunk by 57 percent during the conflict and its manufacturing sector by 77 percent.  The war has since gone better for Assad as his army and its allies pushed rebels from Aleppo and other enclaves near important cities, and Islamic State from energy fields.  Growing confidence is evident in a new banknote bearing Assad s face for the first time and in Damascus holding its once-annual trade fair after a long hiatus.     But the war still dominates Syria s economy, even where the fighting has stopped. Most Aleppo factories were destroyed, badly damaged or looted.  Their workers fled as refugees or became combatants. Despite a new power line to the city, there is little electricity, leaving people reliant on expensive diesel generators. Water must be pumped electrically.   Fighting continues outside Aleppo. The army and allied militias who control the city operate checkpoints that some Syrians say demand bribes to let goods or workers pass, a charge the military denies. Travel outside the city means using narrow roads to bypass rebel territory and more checkpoints.  Western sanctions make foreign trade much harder, hindering the purchase of new equipment and payments for commercial deals. Although the government urges industry to return to areas where it has regained control, some businessmen say it is not doing enough to bring them back.  Fares Shehabi, the head of Aleppo s chamber of industry,  said that since the fighting ended, the number of factories and workshops had risen sharply.  Before the war there were 65,000, he said. When the rebels left in December there were 4,000. There are now 6,000, he said, attributing the rise to returning industrialists who are restarting their businesses.  But Shehabi, a supporter of Assad who has been sanctioned by the European Union for backing the government, is also critical of its reconstruction policy.   There are some incentives but not enough,  he said during an interview, citing tax deductions and reduced customs tariffs for industrial imports for all Syrian customers as things the government has done.  There were no specific incentives offered for Aleppo.  They should treat us like a devastated area... we don t have the level of administration that is needed to really save this industry, to make it run again,  he added.  In Jordan, Akkad said the Syrian government had encouraged him to return and he said he hopes to do so eventually.  It all depends on the circumstances improving,  he said.  He has built one factory that produces most of the same range of rugs and carpets he once made in Aleppo and is also investing in a new $5 million plant to make yarn.  Some of his most skilled weavers followed him to Jordan and few others remain in Aleppo.  Only five percent of my workforce have remained... Most headed to Germany, to Turkey,  he said.  In 2010, Aleppo had about a third of Syria s industrial companies and industry workers, Central Bureau of Statistics figures show. There were about a million people employed in its factories, Shehabi said.  During the decade before the war Assad s economic reforms helped Aleppo s businesses to grow more quickly.  Akkad was among the first to leave the small inner city workshops and move his operations into Sheikh Najjar, north of Aleppo, the biggest industrial zone in the city.  His family owned three factories there and was one of the biggest exporters of Syrian textiles. Sheikh Najjar became a battlefield in 2013, occupied by successive forces whose warfare caused massive damage and who stripped plants of equipment. Akkad risked losing business relationships built over 50 years.   Today you have customers all over the world. This is very costly to get a new network of customers. It s more expensive than the plant itself,  he said.  He considered starting again in Turkey, Lebanon, or Egypt. Some city industrialists have moved to each of the three countries and others went elsewhere in Syria, but Akkad chose Jordan, untouched by the 2011 Arab uprisings.  His business is now located in a well-policed industrial zone there, the machine guns of Jordan s anti-terrorist force guarding the entrance.   What brought us here was the security,  he said.      When rebels took over Moustafa Kawai s factory in 2013, he bought new machines and started producing on a temporary site in a government-held district of Aleppo instead of moving away. That site - which still represents his entire output - is in a ramshackle building near Aleppo stadium. Across the corridor is a sweat shop owned by a different business where small children make sports shoes in a fug of glue fumes, showing how far the city s once-advanced industry has regressed. Kawai produces about two tonnes of baled cotton a day now, compared to 18 tonnes a day before the war. When Reuters visited Kawai s operations, cotton spinning machines whirred and rattled in a cramped room. Plastic-wrapped bales of white cotton lay to one side.       Electricity is provided by a diesel generator and costs 250,000 Syrian pounds ($480) a week to power five machines. It often stops working. By comparison, in his large purpose-built factory before the war, he paid 100,000 pounds a week to power 30 machines in the Belleramoun industrial zone in west Aleppo. The pound was worth about 10 times more against the dollar than it is now.  He also had spacious loading bays and other facilities there that he lacks in the temporary site.  Like much of Sheikh Najjar, Belleramoun is now a wasteland of shellpocked buildings, mostly empty but for army checkpoints.  Still Kawai has started work to move back. Outside his factory, six hands were shifting rubble with spades on a street that abruptly ended a hundred yards away with an abandoned canon and an earthen mound. Beyond it lay no-man s land. Fighters  graffiti covered factory walls. Salvaged metal flanges were soaking in oil to strip rust, because Syria s weak pound makes importing new ones too expensive.  We started working here about six months ago. We want another year to return completely,  said Bashar Aissa, the supervisor.  "
1,1,1,"Next U.S. president, Putin's fourth, inherits sinking Russia ties","WASHINGTON (Reuters) - Confronted by Russia in Syria, Ukraine and cyberspace, the next U.S. president will be the fourth to face Vladimir Putin and the challenge of deterring a Kremlin often more willing than the White House to take risk and project power. Over the last four years, the Russian president has annexed Crimea and destabilized eastern Ukraine, stymied U.S. hopes to oust Syrian President Bashar al-Assad and mounted cyber attacks that U.S. officials blame on hackers commanded or orchestrated by Russian intelligence agencies. In his latest gambit, Putin this week suspended a treaty with Washington on cleaning up weapons-grade plutonium. While the United States has imposed economic sanctions on Russia for its actions in Ukraine, these have yet to force it to calm tensions in eastern Ukraine, let alone surrender Crimea. Some current and former U.S. officials argue the White House has failed to understand Putin’s bitterness about the decade after the Soviet Union collapsed, at a time the Russian leader feels the West took advantage of Russia when it was down. Further, they say the United States has little influence over the course of democracy in Russia, or on its willingness to use force in Syria, Ukraine or elsewhere to achieve its ends. The result, critics say, could be that Syria festers, Ukraine stays off balance and unable to draw closer to Europe, and that even areas such as arms control and nonproliferation, pillars of cooperation during the Cold War, could deteriorate. “For Putin and most of the Russian leadership, it’s a zero-sum world,” said Andrew Weiss of the Carnegie Endowment for International Peace think tank. Weiss argued the Russian leader was unlikely to change his stripes before Russia’s 2018 presidential election “in an atmosphere where Putin’s own domestic political fortunes depend on having this external enemy, namely the United States”.  A U.S. official suggested Putin, who has yet to tip his hand but is expected to run again, is willing to use force to get his way while the White House, scarred by the U.S. wars in Iraq and Afghanistan, is not. “The administration never understood how bruised Putin and many, many Russians feel about the 1990s, or how determined they are to regain what they consider Russia’s rightful place in the world, much less what Putin is willing to do to get there,” said the official, who spoke on condition of anonymity.  “He will keep pushing until he meets serious resistance, and so far he hasn’t,” the official added. In the eyes of many current and former U.S. officials, Syria is a case in point. The United States this week announced it was suspending  talks with Russia on a ceasefire, all but saying the Russian and Syrian assault on Aleppo had made a mockery of the peace effort. “Where they make a desert, they call it peace,” Secretary of State John Kerry said, quoting the Roman historian Tacitus. Analysts believe Aleppo is likely to fall but the war, now in its sixth year, will grind on with Assad surviving atop a shrunken, broken and fragmented country enduring the world’s worst refugee crisis since World War Two. U.S. officials say the White House has yet to decide what to do next on Syria but few expect Obama to shift strategy in his waning months in office. It is not considering imposing further sanctions on Russia for now, two U.S. officials said. On Monday, Putin suspended a treaty with Washington on cleaning up weapons-grade plutonium, signaling he is willing to use nuclear disarmament as a new bargaining chip in disputes with the United States. “If the relationship worsens, either side could be looking to exert leverage or score points in the nuclear arms control realm,” said Daryl Kimball of the Arms Control Association. Another area where the United States is weighing its options is the stealthy war in cyberspace that is already under way with Russia and could escalate as relations worsen. U.S. officials anonymously say Russian intelligence services have interfered in the U.S. election process by launching cyber intrusions into the presidential campaign of Democratic nominee Hillary Clinton, and other U.S. political organizations and state election offices. The Kremlin denies the allegations. The White House has refrained from publicly accusing Russia. If hard evidence of Russia’s involvement emerges, Washington has a dilemma in fashioning a response because, by going public, it could tip Moscow to its own intrusions, prompting retaliation. Two U.S. officials suggested critics are taking too short term a view, arguing it can take years to achieve an objective, such as the liberation of the Baltic states from Soviet rule. Cold War-like policies, such as using economic sanctions to weaken Russia’s economy or deploying NATO troops to the Baltics and Poland in January to deter Russia, may work over time. “There’s no quick fix with the Russians,” said one official. "
1,1,1,DNA tests on Dali's body refute woman's paternity claim,"MADRID (Reuters) - DNA tests on the exhumed body of Salvador Dali showed that a Spanish woman who brought a paternity suit against him was not his daughter, the surrealist painter s foundation said on Wednesday. The court supervising the tests had informed its lawyers that Maria Pilar Abel was not Dali s biological daughter after comparing her DNA with samples taken from his remains, the foundation said in a statement. A spokesman for the court declined to confirm the results of the tests. Contacted by phone, Abel said she had not yet received the results from the court. The Madrid court in June ordered forensic scientists to exhume Dali s body after Abel, who was born in Dali s home town of Figueres, filed a paternity claim that alleged her mother had an affair with him.  This conclusion is not a surprise for the Foundation, since at no point has there been any evidence that she was a relative,  said the foundation, which manages Dali s estate.  The Foundation is happy that this puts an end to an absurd and artificial controversy.  Dali, who died in 1989 aged 84, was one of the 20th century s most famous and easily recognized artists. His paintings include  The Persistence of Memory , with its iconic images of melting clocks, and he also turned his hand to movies, sculpture and advertising. "
1,1,1,"Ireland says unclear if EU, UK can agree wording on border by Monday","DUBLIN (Reuters) - It is not yet clear if Britain and the European Union can agree on written assurances to avoid a hard Northern Ireland border by a Monday deadline, Irish Foreign Minister Simon Coveney said on Sunday.  But he said he was hopeful a meeting between British Prime Minister Theresa May and European Council President Donald Tusk on Monday would lead to a deal in time for a Dec. 14-15 EU summit. That would allow Britain to move on to talks on its future trading relations with the bloc.  Avoiding a so-called hard border on the island of Ireland is the last major hurdle before talks begin on the future trade relationship and a two-year Brexit transition. Tusk said he had asked May to  put a final offer on the table  by Monday, but Coveney suggested agreement on the wording of written reassurances may come later.   The hope is that those [Monday] meetings will result in a momentum that can be carried into the leaders  summit the week after ... and can allow this Brexit negotiation process to open up to phase two of discussions,  Coveney told RTE radio. Asked if he expected an agreed text of written British assurances on the issue Monday morning, Coveney said:  Let s not run before we can walk here. Obviously, we would like that to be the case.      The Irish cabinet is to meet at 0900 GMT on Monday and give Prime Minister Leo Varadkar a mandate to make a decision on the border issue.   That may or may not be on the back of an agreed wording. That remains to be seen over the next number of hours,  Coveney said. Ireland is not asking the British government to  do the impossible  and provide a detailed plan border will work, but rather for  clear principles  for the second phase of talks to eliminate the possibility of a hard border.   What we have to make sure here is that we don t have an unintended consequence of the re-emergence of a [hard] border,  he said.  We can t allow that and we won t allow that.  "
1,1,1,Republicans strike back at new U.S. ban on forced arbitration,"WASHINGTON (Reuters) - Republicans lawmakers on Tuesday started trying to kill a brand-new U.S. rule prohibiting banks and credit card companies from requiring customers who open new accounts to sign an agreement that they will not join a group lawsuit in the event of a dispute. The Consumer Financial Protection Bureau on Monday finalized the new rule banning “mandatory arbitration clauses” requiring consumers to forego class-action suits and instead settle disputes in negotiations overseen by arbitrators frequently hired by companies. The rule immediately ran into fierce opposition by Wall Street and Republicans who control both Congress and the White House. They have long criticized the consumer agency, which is run by a Democrat, Richard Cordray. Senator Tom Cotton, a member of the Banking Committee, has already announced he is drafting a resolution to kill the rule. His fellow Republican Senator Pat Toomey, chair of the subcommittee on financial institutions and consumer protection, said he is considering a similar step.  Republican lawmakers plan to eliminate the rule, using a law that allows Congress to undo new regulations with simple majority votes in both chambers and a signature from the president. Analysts and consumer advocates have said the agency’s rule may survive the Congressional challenge. Still, the U.S. Chamber of Commerce is contemplating a legal challenge and Trump administration officials are also looking at ways to kill the rule. Isaac Boltansky, a policy analyst for the investment firm Compass Point Research & Trading, said the rule has a slightly better than 50 percent chance of surviving in Congress. Joe Valenti, who tracks the issue for the liberal-leaning Center for American Progress, said the House of Representatives was unified against the rule, which opponents have argued benefits class-action lawyers, not consumers. “It comes down to the Senate,” said Valenti, noting that the rule would survive if only three Republicans in that chamber switched sides. That is possible, said Ed Mierzwinksi, the consumer program director for the U.S. Public Interest Research Groups. He noted that Senate Republicans have struggled to gather enough votes for majorities and the calendar is swollen with pressing legislation and confirmation hearings. In addition, Mierzwinksi said, senators may be leery of appearing to side with Wall Street against consumers. He noted that Wells Fargo & Co used clauses in its account-opening agreements to block customers from suing over its phantom account scandal. Supporters of the rule say mandatory arbitration denies citizens their day in court and is rigged in favor of big firms. They say litigants banding together in a class-action lawsuit have a better chance of getting companies to answer publicly for illegal activities and that fears of such a suit can discourage law breaking. The consumer protection agency wrote the rule after conducting a lengthy, multi-year study of the issue. Opponents of the rule say the study is flawed and that arbitration is cheaper and faster than class-action lawsuits and produces better awards for consumers. The Chamber is exploring a prompt legal challenge to the rule, said Matt Webb, senior vice president for its legal reform institute. Another possible challenge could come from the acting comptroller of the currency, Keith Noreika. He is laying groundwork to invoke an untested provision of the 2010 Dodd-Frank financial reform law that allows the council of the country’s top financial regulators to nullify a consumer agency rule if they decide it threatens the safety and soundness of the banking system. Rohit Chopra, senior fellow at the Consumer Federation of America and former CFPB assistant director, said a lawsuit will probably fail because the law says the agency can restrict arbitration as long as it hews to its study.  He said the Dodd-Frank provision that the comptroller’s office is looking at was meant to keep risks to the financial system at bay.  “To suggest that this rule would cause a financial crisis is ridiculous on its face,” he said. "
1,1,1,China says hopes all parties can resolve North Korea issue peacefully,"BEIJING (Reuters) - China s Foreign Ministry said on Tuesday it hoped all parties could contribute to resolving the issue on the Korean peninsula peacefully, after the United States put North Korea back on a list of state sponsors of terrorism. Ministry spokesman Lu Kang made the comment at a daily news briefing. "
1,1,1,Senators grill U.S. education secretary on proposal to slash budget,"WASHINGTON (Reuters) - U.S. Education Secretary Betsy DeVos faced hostile questions from a Senate committee on Tuesday as she tried to win lawmakers over to President Donald Trump’s proposal to slash her department’s funding by 13 percent. DeVos, a Republican who narrowly won Senate approval for her post in February after strident opposition from Democrats and a few fellow party members, testified before the Senate appropriations subcommittee on education about the proposed budget Trump submitted to Congress last month. Trump’s plan to cut $9 billion from the Education Department’s budget would “improve educational opportunities” and shift the federal role in education, DeVos told the panel. “I understand those figures are alarming for many,” she said. “However, this budget refocuses the department on supporting states and school districts in their efforts to provide high-quality education to all our students.” Democrats took turns asking DeVos about the bigger budget line-items and talking about students who they say could be hurt by large spending cuts. The most pointed exchanges were on whether private schools that receive federal funds would have to agree not to discriminate against students. DeVos would only repeat that schools taking federal money must abide by U.S. law. But Senator Jeff Merkley and his fellow Democrats said she was refusing to answer the question because federal law is unclear in many areas of possible discrimination, such as the rights of transgendered people. Lawmakers are expected to alter Trump’s proposed budget before voting on it.  The subcommittee’s chair, conservative Republican Roy Blunt, said he believed Congress would not approve the budget as proposed. “Such a significant cut to the department’s budget is likely untenable,” Blunt said, pressing specifically to preserve funds for technical programs, work-study financial aid and the Special Olympics. Civil rights groups and Democrats say the budget would send public dollars to private companies, disband after-school care, hurt schools in poor neighborhoods, shrink the ranks of teachers, and make it harder for many to afford college.  DeVos is currently working on major transformations in student loans. The budget suggests changing income-based repayment plans and ending loan forgiveness for workers in the public sector, which DeVos said would clear up confusion around the loans. With the stated aim of giving parents more choices for their children’s education, DeVos and Republicans support charter schools, which are publicly funded but operate independently, frequently by corporations, as well as subsidies to help pay private-school tuition. Many Republicans on the panel applauded the budget’s proposal to boost such “school choice” programs. But the subcommittee’s senior Democrat, Patty Murray, said the cuts “highlight the ways that the policies and priorities you and President Trump are pushing would hurt students, hurt communities, and represent a clear broken promise to workers and the middle class.”  "
